,Player,PG%,SG%,SF%,PF%,C%,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
442,Hedo Türkoğlu,0.0,0.0,2,98,0.0,SF,34,LAC,38,0,10.3,1.1,2.9,.385,0.6,1.3,.440,0.5,1.6,.339,.486,0.2,0.5,.500,0.3,2.1,2.3,0.9,0.5,0.3,0.4,1.3,3.0,11.3,.492,.459,.165,3.2,21.4,12.6,2.4,2.0,12.0,15.0,0.1,0.7,0.8,.095,-1.6,1.8,0.2,0.2
443,Evan Turner,0.0,33,67,0.0,0.0,SF,25,TOT,81,56,30.3,5.4,12.6,.425,0.6,1.9,.321,4.7,10.7,.444,.450,2.6,3.2,.813,0.8,4.3,5.0,3.2,0.8,0.1,2.3,2.4,14.0,12.4,.498,.153,.257,2.7,15.7,9.0,1.3,0.2,14.3,23.2,-0.5,1.8,1.4,.027,-2.1,-1.2,-3.3,-0.8
444,Jeremy Tyler,0.0,0.0,0.0,43,57,C,22,NYK,41,0,9.7,1.5,2.8,.517,0.0,0.0,0.0,1.5,2.8,.517,.517,0.6,1.2,.542,0.9,1.7,2.7,0.2,0.1,0.5,0.6,1.7,3.6,13.0,.532,.000,.414,10.9,21.6,16.1,0.8,4.5,15.9,19.1,0.1,0.4,0.5,.064,-4.4,-1.2,-5.5,-0.4
445,Ekpe Udoh,0.0,0.0,0.0,68,32,PF,26,MIL,42,14,19.1,1.4,3.4,.399,0.0,0.0,0.0,1.4,3.4,.399,.399,0.7,1.1,.638,1.5,2.1,3.5,0.7,0.4,1.0,0.9,2.3,3.4,7.6,.440,.000,.329,8.4,12.8,10.5,1.0,4.4,18.8,11.4,-0.4,0.4,0.0,.000,-4.8,-0.1,-4.8,-0.6
446,Beno Udrih,92,8,0.0,0.0,0.0,SG,31,TOT,41,12,15.7,1.9,4.3,.438,0.5,1.0,.452,1.4,3.3,.434,.492,0.6,0.7,.833,0.2,1.2,1.4,2.8,0.6,0.1,1.1,1.2,4.9,12.7,.523,.236,.169,1.8,9.2,5.4,1.9,0.5,19.7,17.2,0.5,0.3,0.8,.061,-0.9,-0.9,-1.8,0.0
447,Jonas Valančiūnas,0.0,0.0,0.0,0.0,100,C,21,TOR,81,81,28.2,4.4,8.3,.531,0.0,0.0,.000,4.4,8.3,.532,.531,2.4,3.2,.762,2.8,6.0,8.8,0.7,0.3,0.9,1.7,3.1,11.3,16.1,.579,.001,.385,11.5,25.1,18.2,0.5,2.5,14.7,18.5,3.5,3.2,6.7,.141,-0.6,-0.7,-1.3,0.4
448,Anderson Varejão,0.0,0.0,0.0,21,79,C,31,CLE,65,29,27.7,3.5,7.1,.495,0.0,0.1,.000,3.5,7.0,.502,.495,1.4,2.1,.681,2.9,6.8,9.7,2.2,1.1,0.6,1.1,2.5,8.4,17.0,.527,.015,.294,11.4,28.2,19.6,2.0,1.8,12.2,14.6,2.7,2.7,5.4,.144,0.3,1.1,1.4,1.6
449,Jarvis Varnado,0.0,0.0,1,36,63,PF,25,TOT,24,0,14.1,1.5,2.5,.600,0.0,0.0,0.0,1.5,2.5,.600,.600,1.1,2.2,.519,0.8,1.8,2.6,0.5,0.4,1.2,0.4,2.6,4.1,13.3,.597,.000,.867,5.8,14.6,10.0,1.4,6.8,10.8,11.6,0.5,0.3,0.8,.114,-3.5,1.3,-2.3,0.0
450,Greivis Vásquez,65,35,0.0,0.0,0.0,SG-PG,27,TOT,79,23,22.5,3.5,8.3,.421,1.4,3.7,.377,2.1,4.7,.455,.504,1.2,1.4,.880,0.3,1.9,2.2,4.1,0.4,0.1,1.6,1.8,9.6,14.1,.537,.439,.164,1.3,10.0,5.6,0.9,0.2,15.4,21.1,2.4,1.2,3.6,.097,1.1,-1.5,-0.4,0.7
451,Jan Veselý,0.0,0.0,0.0,58,42,PF,23,TOT,54,1,14.4,1.6,3.2,.514,0.0,0.0,0.0,1.6,3.2,.514,.514,0.4,1.0,.339,1.5,2.0,3.5,0.4,1.0,0.6,0.7,2.2,3.6,12.7,.498,.000,.324,11.7,16.1,13.9,3.4,3.5,15.4,13.2,0.2,1.4,1.6,.097,-3.3,2.2,-1.1,0.2
452,Charlie Villanueva,0.0,0.0,4,76,20,PF,29,DET,20,0,9.0,1.8,4.6,.380,0.7,2.8,.250,1.1,1.8,.583,.457,0.4,0.7,.571,0.3,1.4,1.7,0.3,0.2,0.3,0.4,0.8,4.6,12.7,.469,.609,.152,3.5,17.9,10.3,1.1,2.2,6.7,25.0,0.0,0.1,0.1,.034,-0.6,-1.9,-2.4,0.0
453,Nikola Vučević,0.0,0.0,0.0,0.0,100,C,23,ORL,57,57,31.8,6.2,12.2,.507,0.0,0.0,0.0,6.2,12.2,.507,.507,1.8,2.4,.766,3.2,7.7,11.0,1.8,1.1,0.8,2.0,3.0,14.2,18.8,.536,.000,.197,11.5,27.6,19.5,1.7,2.0,12.9,21.8,1.8,2.6,4.4,.116,0.1,0.0,0.1,1.0
454,Sasha Vujačić,0.0,97,3,0.0,0.0,SG,29,LAC,2,0,5.0,1.0,2.5,.400,0.5,1.0,.500,0.5,1.5,.333,.500,0.0,0.0,0.0,0.0,1.5,1.5,0.0,0.5,0.0,1.5,0.5,2.5,1.5,.500,.400,.000,0.0,32.2,16.7,5.0,0.0,37.5,35.3,-0.1,0.0,-0.1,-0.289,-12.3,-0.1,-12.4,0.0
455,Dwyane Wade,3,93,4,0.0,0.0,SG,32,MIA,54,53,32.9,7.7,14.1,.545,0.2,0.6,.281,7.5,13.5,.557,.551,3.5,4.8,.733,1.1,3.4,4.5,4.7,1.5,0.5,3.0,2.0,19.0,22.0,.588,.042,.339,4.4,12.3,8.5,2.3,1.4,15.5,27.9,3.5,2.0,5.5,.149,2.9,0.0,2.9,2.2
456,Dion Waiters,0.0,64,36,0.0,0.0,SG,22,CLE,70,24,29.6,6.1,14.2,.433,1.3,3.6,.368,4.8,10.6,.455,.479,2.3,3.4,.685,0.5,2.3,2.8,3.0,0.9,0.2,2.2,2.2,15.9,14.0,.508,.252,.237,1.7,9.0,5.3,1.6,0.7,12.3,26.9,0.3,1.3,1.6,.037,-0.3,-1.2,-1.5,0.3
457,Kemba Walker,100,0.0,0.0,0.0,0.0,PG,23,CHA,73,73,35.8,6.2,15.7,.393,1.5,4.5,.333,4.7,11.2,.417,.441,3.9,4.6,.837,0.5,3.7,4.2,6.1,1.2,0.4,2.3,1.8,17.7,16.8,.499,.286,.295,1.7,11.6,6.6,1.7,1.0,11.6,25.8,1.8,3.3,5.1,.093,1.4,0.3,1.7,2.4
458,John Wall,100,0.0,0.0,0.0,0.0,PG,23,WAS,82,82,36.3,7.1,16.3,.433,1.3,3.8,.351,5.7,12.5,.458,.473,3.9,4.8,.805,0.5,3.6,4.1,8.8,1.8,0.5,3.6,2.7,19.3,19.5,.524,.230,.295,1.5,11.7,6.5,2.6,1.1,16.3,27.4,4.0,4.0,7.9,.128,2.4,0.4,2.7,3.6
459,Gerald Wallace,0.0,43,55,1,0.0,SF,31,BOS,58,16,24.4,2.0,4.0,.504,0.3,1.1,.297,1.7,2.9,.584,.546,0.8,1.7,.465,0.6,3.0,3.7,2.5,1.3,0.2,1.7,1.4,5.1,10.0,.543,.278,.439,2.8,14.5,8.5,2.7,0.8,26.1,11.6,-0.3,1.6,1.3,.043,-2.8,2.0,-0.8,0.4
460,Casper Ware,95,5,0.0,0.0,0.0,PG,24,PHI,9,0,12.9,2.0,4.7,.429,0.8,2.3,.333,1.2,2.3,.524,.512,0.6,0.7,.833,0.0,1.0,1.0,1.1,0.9,0.0,0.6,1.2,5.3,13.0,.538,.500,.143,0.0,8.7,4.2,3.3,0.0,10.1,18.1,0.1,0.1,0.2,.071,-2.6,0.2,-2.4,0.0
461,C.J. Watson,100,0.0,0.0,0.0,0.0,PG,29,IND,63,5,18.9,2.3,5.3,.437,0.8,2.3,.366,1.5,3.0,.492,.516,1.1,1.4,.784,0.3,1.3,1.6,1.7,1.0,0.1,1.0,1.0,6.6,13.0,.555,.434,.263,1.9,7.4,4.8,2.6,0.5,13.9,16.6,1.1,2.1,3.2,.130,-1.1,2.3,1.3,1.0
462,Earl Watson,100,0.0,0.0,0.0,0.0,PG,34,POR,24,0,6.7,0.1,0.5,.273,0.1,0.3,.286,0.0,0.2,.250,.364,0.2,0.2,1.000,0.2,0.4,0.6,1.2,0.2,0.0,0.7,1.4,0.5,2.1,.470,.636,.364,3.4,6.6,5.0,1.6,0.4,57.1,8.1,-0.2,0.1,-0.1,-0.018,-7.2,0.5,-6.7,-0.2
463,Maalik Wayns,100,0.0,0.0,0.0,0.0,PG,22,LAC,2,0,4.5,0.5,1.0,.500,0.0,0.0,0.0,0.5,1.0,.500,.500,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,19.3,.500,.000,.000,0.0,23.9,12.3,11.1,0.0,0.0,9.8,0.0,0.0,0.1,.313,-8.7,13.4,4.8,0.0
464,Martell Webster,0.0,44,56,1,0.0,SF,27,WAS,78,13,27.7,3.3,7.5,.433,1.9,4.8,.392,1.4,2.8,.502,.557,1.3,1.6,.840,0.5,2.4,2.8,1.2,0.5,0.2,0.7,1.9,9.7,11.5,.591,.634,.213,2.0,10.1,6.0,1.0,0.6,8.3,14.7,3.3,1.7,5.0,.112,-0.1,-0.3,-0.4,0.9
465,David West,0.0,0.0,0.0,96,4,PF,33,IND,80,80,30.9,5.7,11.7,.488,0.1,0.2,.267,5.7,11.6,.491,.490,2.5,3.1,.789,1.5,5.3,6.8,2.8,0.8,0.9,1.7,2.3,14.0,17.5,.533,.016,.267,5.7,18.3,12.3,1.3,2.3,11.2,21.9,3.1,5.0,8.1,.157,0.8,1.8,2.6,2.9
466,Russell Westbrook,100,0.0,0.0,0.0,0.0,PG,25,OKC,46,46,30.7,7.5,17.2,.437,1.5,4.7,.318,6.0,12.5,.482,.480,5.3,6.4,.826,1.2,4.5,5.7,6.9,1.9,0.2,3.8,2.3,21.8,24.7,.545,.271,.370,4.6,15.9,10.5,3.1,0.4,16.1,34.4,3.0,2.3,5.2,.178,4.8,0.7,5.5,2.7
467,D.J. White,0.0,0.0,0.0,100,0.0,PF,27,CHA,2,0,5.0,0.0,0.5,.000,0.0,0.0,0.0,0.0,0.5,.000,.000,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.5,0.0,0.0,0.5,0.0,2.4,.000,.000,.000,0.0,22.7,11.3,5.2,0.0,0.0,4.6,0.0,0.0,0.0,.004,-8.2,2.6,-5.6,0.0
468,Royce White,0.0,0.0,0.0,100,0.0,PF,22,SAC,3,0,3.0,0.0,0.3,.000,0.0,0.0,0.0,0.0,0.3,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,-8.3,.000,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,4.9,0.0,0.0,0.0,-0.121,-12.5,-4.5,-16.9,0.0
469,Deron Williams,87,13,0.0,0.0,0.0,PG,29,BRK,64,58,32.2,5.0,11.2,.450,1.5,4.2,.366,3.5,7.0,.500,.518,2.7,3.4,.801,0.2,2.4,2.6,6.1,1.5,0.2,2.2,2.3,14.3,17.6,.564,.374,.302,0.9,8.9,4.9,2.4,0.5,15.0,21.8,3.8,1.5,5.4,.125,1.9,-0.7,1.2,1.7
470,Derrick Williams,0.0,0.0,29,62,9,SF-PF,22,TOT,78,15,23.3,2.6,6.2,.427,0.3,1.3,.263,2.3,4.9,.470,.454,2.4,3.3,.718,0.9,3.2,4.1,0.7,0.6,0.3,1.0,1.5,8.0,11.5,.524,.205,.537,4.3,15.8,10.0,1.3,0.9,11.3,16.2,1.3,1.3,2.6,.068,-1.6,-0.5,-2.1,0.0
471,Elliot Williams,6,70,24,0.0,0.0,SG,24,PHI,67,2,17.3,2.1,5.0,.415,0.6,1.9,.296,1.5,3.2,.486,.470,1.3,1.8,.731,0.4,1.5,1.9,1.1,0.5,0.0,1.0,1.9,6.0,8.7,.519,.371,.353,2.7,9.7,6.1,1.5,0.2,14.9,16.7,0.0,0.3,0.3,.014,-3.9,-1.7,-5.6,-1.1
472,Lou Williams,84,16,0.0,0.0,0.0,PG,27,ATL,60,7,24.1,3.3,8.2,.400,1.3,3.9,.342,2.0,4.4,.450,.480,2.5,3.0,.849,0.2,1.9,2.1,3.5,0.8,0.1,1.5,1.1,10.4,14.2,.547,.469,.363,0.8,9.1,5.0,1.6,0.2,13.9,20.9,1.6,1.0,2.6,.087,0.2,-1.0,-0.8,0.5
473,Marvin Williams,0.0,0.0,2,95,3,PF,27,UTA,66,50,25.4,3.5,8.0,.439,1.3,3.5,.359,2.2,4.4,.503,.519,0.9,1.1,.781,1.2,3.8,5.1,1.2,0.8,0.5,0.8,2.3,9.1,14.0,.540,.445,.139,5.5,17.9,11.5,1.7,1.5,8.7,16.7,1.9,1.0,2.9,.084,0.3,-0.3,0.0,0.9
474,Mo Williams,100,0.0,0.0,0.0,0.0,PG,31,POR,74,0,24.8,3.8,9.1,.417,1.1,3.0,.369,2.7,6.0,.441,.478,1.1,1.2,.876,0.6,1.5,2.1,4.3,0.7,0.1,2.0,2.7,9.7,11.8,.507,.335,.132,2.5,6.4,4.5,1.5,0.4,17.3,20.5,1.0,1.2,2.2,.056,-1.2,-0.8,-2.0,0.0
475,Reggie Williams,0.0,33,68,0.0,0.0,SF,27,OKC,3,0,5.7,1.7,3.0,.556,0.3,1.0,.333,1.3,2.0,.667,.611,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.7,0.3,3.7,16.4,.611,.333,.000,0.0,0.0,0.0,3.0,0.0,18.2,28.7,0.0,0.0,0.0,.034,-0.9,-1.5,-2.4,0.0
476,Shawne Williams,0.0,1,8,91,0.0,PF,27,LAL,36,13,20.9,2.0,5.3,.380,1.2,3.6,.326,0.9,1.8,.492,.490,0.4,0.6,.700,0.7,3.9,4.6,0.8,0.5,0.8,0.6,2.6,5.6,9.5,.503,.672,.104,3.6,20.2,11.9,1.2,2.9,9.5,12.9,0.1,0.6,0.7,.045,-2.5,0.8,-1.7,0.1
477,Jeff Withey,0.0,0.0,0.0,34,66,C,23,NOP,58,4,11.8,1.2,2.2,.535,0.0,0.0,.000,1.2,2.2,.539,.535,0.9,1.3,.712,0.8,1.7,2.6,0.4,0.3,0.9,0.3,1.3,3.3,15.2,.590,.008,.566,8.2,17.4,12.7,1.1,6.1,11.0,12.0,1.2,0.6,1.8,.128,-0.5,0.7,0.2,0.4
478,Nate Wolters,45,55,1,0.0,0.0,PG,22,MIL,58,31,22.6,2.9,6.7,.437,0.3,1.1,.290,2.6,5.6,.465,.460,1.0,1.6,.656,0.6,2.0,2.6,3.2,0.6,0.3,1.0,1.2,7.2,12.7,.486,.159,.231,2.8,10.5,6.5,1.4,0.9,11.7,16.8,0.9,0.2,1.2,.043,-0.8,-1.0,-1.8,0.1
479,Metta World Peace,0.0,3,60,37,0.0,SF,34,NYK,29,1,13.4,1.9,4.9,.397,0.6,1.9,.315,1.3,3.0,.448,.457,0.3,0.6,.625,0.6,1.4,2.0,0.6,0.8,0.3,0.7,1.5,4.8,11.7,.469,.383,.113,5.3,12.8,8.9,3.3,1.8,11.4,20.0,-0.2,0.4,0.3,.032,-1.9,0.5,-1.4,0.1
480,Brandan Wright,0.0,0.0,0.0,2,98,C,26,DAL,58,0,18.6,3.9,5.7,.677,0.0,0.0,0.0,3.9,5.7,.677,.677,1.3,1.8,.726,1.8,2.4,4.2,0.5,0.6,0.9,0.6,1.6,9.1,23.5,.695,.000,.320,11.0,15.1,13.1,1.5,4.2,8.5,17.4,4.1,1.0,5.1,.227,3.4,0.0,3.4,1.5
481,Chris Wright,5,74,21,0.0,0.0,SF,25,MIL,8,0,15.8,2.6,4.4,.600,0.0,0.1,.000,2.6,4.3,.618,.600,0.8,1.9,.400,1.3,1.3,2.5,0.6,0.9,0.6,0.6,2.1,6.0,16.5,.577,.029,.429,8.8,9.4,9.1,2.9,3.2,10.7,16.7,0.2,0.1,0.3,.102,-0.4,0.2,-0.2,0.1
482,Dorell Wright,0.0,0.0,55,45,0.0,SF,28,POR,68,13,14.5,1.6,4.4,.374,1.0,3.0,.342,0.6,1.4,.442,.490,0.8,1.0,.754,0.4,2.4,2.8,0.9,0.3,0.2,0.6,0.9,5.0,11.9,.524,.680,.232,3.2,17.5,10.5,1.2,1.1,10.6,16.2,0.9,1.0,1.9,.091,0.4,0.5,0.9,0.7
483,Tony Wroten,50,48,2,0.0,0.0,PG,20,PHI,72,16,24.5,4.8,11.2,.427,0.6,2.6,.213,4.2,8.6,.492,.452,2.9,4.5,.641,1.0,2.2,3.2,3.0,1.1,0.2,2.8,2.1,13.0,12.9,.493,.233,.403,4.1,10.1,7.0,2.1,0.7,17.7,27.7,-1.8,0.9,-0.9,-0.025,-1.9,-1.8,-3.7,-0.7
484,Nick Young,3,40,56,1,0.0,SG,28,LAL,64,9,28.3,6.0,13.9,.435,2.1,5.5,.386,3.9,8.4,.468,.511,3.7,4.5,.825,0.5,2.1,2.6,1.5,0.7,0.2,1.5,2.4,17.9,16.0,.564,.394,.321,1.7,8.1,4.9,1.2,0.5,8.6,26.8,2.3,0.3,2.5,.067,1.4,-1.9,-0.5,0.7
485,Thaddeus Young,0.0,0.0,0.0,98,2,PF,25,PHI,79,78,34.4,7.4,16.2,.454,1.1,3.7,.308,6.2,12.5,.496,.489,2.1,2.9,.712,2.1,3.9,6.0,2.3,2.1,0.5,2.1,2.7,17.9,16.6,.512,.228,.178,6.3,12.8,9.5,3.0,1.1,10.7,24.1,1.2,2.3,3.5,.062,0.4,-0.5,-0.1,1.3
486,Cody Zeller,0.0,0.0,0.0,0.0,100,C,21,CHA,82,3,17.3,2.1,4.9,.426,0.0,0.0,.000,2.1,4.9,.427,.426,1.8,2.4,.730,1.4,2.9,4.3,1.1,0.5,0.5,1.1,2.1,6.0,13.1,.498,.002,.495,9.4,18.8,14.1,1.5,2.3,15.0,18.9,0.4,2.2,2.6,.090,-2.9,0.9,-2.0,0.0
487,Tyler Zeller,0.0,0.0,0.0,7,93,C,24,CLE,70,9,15.0,2.2,4.1,.538,0.0,0.0,.000,2.2,4.1,.540,.538,1.2,1.7,.719,1.5,2.6,4.0,0.5,0.3,0.5,0.9,2.0,5.7,15.4,.581,.003,.417,10.8,19.6,15.1,0.9,3.0,14.9,17.1,1.5,1.1,2.6,.120,-1.8,-0.4,-2.2,-0.1
